id,Name,Phone,Link,Address,Pincode,Latitude,Longitude,Type,Visited,Blacklisted
332,Begin With Us Tea Time Cafe,9895185971,https://www.justdial.com/Bangalore/Begin-With-Us-Tea-Time-Cafe/080PXX80-XX80-180630221642-T8E3_BZDET?xid=QmFuZ2Fsb3JlIEhzciBMYXlvdXQgS29yYW1hbmdhbGE=,"365361, 7th Block, Koramangala, Bengaluru, 1st Main Road, Bangalore - 560030",365361,12.295,76.64,Cafe,0,0
54032,Leba super market,,,"Leba super market , Hosur-Sarjapur Road Layout",,12.7148366,77.8410162,Super Market,0,0
1428,"AVIGNA ENTERPRISES(ATTIBELE),",,,"AVIGNA ENTERPRISES(ATTIBELE), BANGALORE",,12.7815259,77.7714241,Super Market,0,0
421,Hi Q Cafe,,https://www.justdial.com/Bangalore/Hi-Q-Cafe-Attibele/080PXX80-XX80-200207200107-N9I5_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"Krishnapriya Complex, Nh44, Anekal , Urban, To Hosur Main Road, Attibele, Bangalore - 562107",562107,12.78284422,77.75644128,Cafe,0,0
437,Ashwini Tiffin Cafe,9035555049,https://www.justdial.com/Bangalore/Ashwini-Tiffin-Cafe-Attibele/080PXX80-XX80-200702005114-X6F2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"5, Anekal Road, Attibele, Bangalore - 562107",562107,12.78284422,77.75644128,Cafe,0,0
440,Hi Q Cafe,6366665797,https://www.justdial.com/Bangalore/Hi-Q-Cafe-Near-By-Lakshmi-Medicals-Attibele/080PXX80-XX80-190525195209-B5Y1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"Narayanappa Building, Sarjapura Main Road, Attibele, BANGALORE - 562107, Near By Lakshmi Medicals",562107,12.78284422,77.75644128,Cafe,0,0
465,ABCD - Anybody Can Dine,27819991,https://www.justdial.com/Bangalore/ABCD-Anybody-Can-Dine-Attibele/080PXX80-XX80-170524140221-G4F9_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"1st Floor, Sri Mahadeshwaraswamy Complex, Yadavanahalli Attibele, Attibele, Bangalore - 562107",562107,12.78284422,77.75644128,Cafe,0,0
478,Amman Cafe Center & Bakery,9916650905,https://www.justdial.com/Bangalore/Amman-Cafe-Center-Bakery-Attibele/080PXX80-XX80-170928161136-W2N1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"Shop No. 01, Bangalore Main Road, Attibele, Bangalore - 562107",562107,12.78284422,77.75644128,Cafe,0,0
483,Bangalore Cafe,8904272095,https://www.justdial.com/Bangalore/Bangalore-Cafe-Attibele/080PXX80-XX80-180205213454-D7H5_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"Attibele, Bangalore - 562107",562107,12.78284422,77.75644128,Cafe,0,0
489,Sanf Beli Coffee,27820593,https://www.justdial.com/Bangalore/Sanf-Beli-Coffee-Near-Hotel-Guest-Line-Attibele/080PK002580_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcyBTYXJqYXB1cmE=,"Sangeetha Complex, Industrial Area National Highway 7, Attibele, Bangalore - 562107, Near Hotel Guest Line",562107,12.78284422,77.75644128,Cafe,0,0
